book_id,original_title,title,image_url,average_rating,original_publication_year,authors,language_code,ratings_count
40440,The Thirteenth Tale,The Thirteenth Tale,https://images.gr-assets.com/books/1346267826m/40440.jpg,3.95,2006.0,diane setterfield,eng,213200
2248573,Brisingr,"Brisingr (The Inheritance Cycle, #3)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.03,2008.0,christopher paolini,eng,211645
5805,V for Vendetta,V for Vendetta,https://images.gr-assets.com/books/1343668985m/5805.jpg,4.25,1990.0,"alan moore, david   lloyd",eng,210682
92303,The Importance of Being Earnest,The Importance of Being Earnest,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.17,1895.0,oscar wilde,eng,210630
68428,Mistborn : The Final Empire,"The Final Empire (Mistborn, #1)",https://images.gr-assets.com/books/1480717416m/68428.jpg,4.43,2006.0,brandon sanderson,eng,208944
5168,Where the Heart Is,Where the Heart Is,https://images.gr-assets.com/books/1327959469m/5168.jpg,4.0,1995.0,billie letts,eng,208333
66559,Sharp Objects,Sharp Objects,https://images.gr-assets.com/books/1423241485m/66559.jpg,3.92,2006.0,gillian flynn,eng,207889
99107,Winnie-the-Pooh,"Winnie-the-Pooh (Winnie-the-Pooh, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.34,1926.0,"a.a. milne, ernest h. shepard",eng,207550
9375,Fried Green Tomatoes at the Whistle Stop Cafe,Fried Green Tomatoes at the Whistle Stop Cafe,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.26,1987.0,fannie flagg,,207508
6527740,Last Sacrifice ,"Last Sacrifice (Vampire Academy, #6)",https://images.gr-assets.com/books/1319850978m/6527740.jpg,4.42,2010.0,richelle mead,eng,206792
14995,Odd Thomas,"Odd Thomas (Odd Thomas, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.94,2003.0,dean koontz,eng,205986
676924,Betrayed: a House of Night Novel,"Betrayed (House of Night, #2)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.93,2007.0,"p.c. cast, kristin cast",eng,205340
9717,Nesnesitelná lehkost bytí,The Unbearable Lightness of Being,https://images.gr-assets.com/books/1265401884m/9717.jpg,4.08,1984.0,"milan kundera, michael henry heim",eng,205279
50398,Northanger Abbey,Northanger Abbey,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.8,1817.0,"jane austen, alfred macadam",eng,205167
45032,Mansfield Park,Mansfield Park,https://images.gr-assets.com/books/1397063295m/45032.jpg,3.84,1814.0,"jane austen, kathryn sutherland, tony tanner, claire lamont",eng,205064
47212,Storm Front,"Storm Front (The Dresden Files, #1)",https://images.gr-assets.com/books/1419456275m/47212.jpg,4.02,2000.0,jim butcher,eng,203053
51738,Just Listen,Just Listen,https://images.gr-assets.com/books/1358270741m/51738.jpg,4.06,2006.0,sarah dessen,eng,202180
8520610,Quiet: The Power of Introverts in a World that Can't Stop Talking,Quiet: The Power of Introverts in a World That Can't Stop Talking,https://images.gr-assets.com/books/1328562861m/8520610.jpg,4.04,2012.0,susan cain,eng,202135
102868,A Study in Scarlet,A Study in Scarlet,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.15,1887.0,arthur conan doyle,eng,201499
4138,Naked,Naked,https://images.gr-assets.com/books/1394178867m/4138.jpg,4.08,1997.0,david sedaris,eng,201337
33722,The Undomestic Goddess,The Undomestic Goddess,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.82,2005.0,sophie kinsella,eng,200509
119073,Il nome della rosa,The Name of the Rose,https://images.gr-assets.com/books/1415375471m/119073.jpg,4.11,1980.0,"umberto eco, william weaver, seán barrett",eng,200217
3008,A Little Princess,A Little Princess,https://images.gr-assets.com/books/1327868556m/3008.jpg,4.2,1905.0,"frances hodgson burnett, nancy bond",eng,199872
140077,Dead to the World,"Dead to the World (Sookie Stackhouse, #4)",https://images.gr-assets.com/books/1468561630m/140077.jpg,4.13,2004.0,charlaine harris,eng,199572
37781,Things Fall Apart,"Things Fall Apart (The African Trilogy, #1)",https://images.gr-assets.com/books/1352082529m/37781.jpg,3.61,1958.0,chinua achebe,eng,199346
16115612,And The Mountains Echoed,And the Mountains Echoed,https://images.gr-assets.com/books/1358190204m/16115612.jpg,4.03,2012.0,khaled hosseini,eng,199326
307791,The City of Ember,"The City of Ember (Book of Ember, #1)",https://images.gr-assets.com/books/1397931596m/307791.jpg,3.85,2003.0,jeanne duprau,eng,198809
4268157,Perfect Chemistry,"Perfect Chemistry (Perfect Chemistry, #1)",https://images.gr-assets.com/books/1439792475m/4268157.jpg,4.07,2008.0,simone elkeles,eng,198627
41804,"I, Robot","I, Robot (Robot #0.1)",https://images.gr-assets.com/books/1388321463m/41804.jpg,4.17,1950.0,isaac asimov,eng,198368
8490112,Daughter of Smoke & Bone,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",https://images.gr-assets.com/books/1461353773m/8490112.jpg,4.04,2011.0,laini taylor,eng,198283
767680,If You Give a Mouse a Cookie,If You Give a Mouse a Cookie,https://images.gr-assets.com/books/1276046901m/767680.jpg,4.24,1985.0,"laura joffe numeroff, felicia bond",eng,198083
3367956,Hotel on the Corner of Bitter and Sweet,Hotel on the Corner of Bitter and Sweet,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.98,2009.0,jamie ford,eng,197294
46799,Go Ask Alice,Go Ask Alice,https://images.gr-assets.com/books/1327870536m/46799.jpg,3.77,1971.0,"beatrice sparks, anonymous",eng,196677
391729,The Tell-Tale Heart,The Tell-Tale Heart and Other Writings,https://images.gr-assets.com/books/1327936583m/391729.jpg,4.15,1843.0,edgar allan poe,eng,195689
77767,Little House on the Prairie,"Little House on the Prairie (Little House, #2)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.18,1935.0,"laura ingalls wilder, garth williams",eng,195424
7190,Les Trois Mousquetaires,The Three Musketeers,https://images.gr-assets.com/books/1320436982m/7190.jpg,4.06,1844.0,alexandre dumas,,195274
46170,For Whom the Bell Tolls,For Whom the Bell Tolls,https://images.gr-assets.com/books/1492591524m/46170.jpg,3.95,1940.0,ernest hemingway,eng,195063
12220,A Streetcar Named Desire,A Streetcar Named Desire,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.97,1947.0,tennessee williams,eng,194493
28877,Red Dragon,"Red Dragon (Hannibal Lecter, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.01,1981.0,thomas harris,eng,194013
13206760,Scarlet,"Scarlet (The Lunar Chronicles, #2)",https://images.gr-assets.com/books/1470056982m/13206760.jpg,4.3,2013.0,marissa meyer,eng,193766
24768,Pretties,"Pretties (Uglies, #2)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.85,2005.0,scott westerfeld,eng,193405
8492825,Where She Went,"Where She Went (If I Stay, #2)",https://images.gr-assets.com/books/1347810457m/8492825.jpg,4.06,2011.0,gayle forman,eng,193141
38980,The Princess Diaries,"The Princess Diaries (The Princess Diaries, #1)",https://images.gr-assets.com/books/1355011082m/38980.jpg,3.76,2000.0,meg cabot,eng,193140
5826,Bel Canto,Bel Canto,https://images.gr-assets.com/books/1352997328m/5826.jpg,3.92,2001.0,ann patchett,eng,192330
18122,The Amber Spyglass,"The Amber Spyglass (His Dark Materials, #3)",https://images.gr-assets.com/books/1329189152m/18122.jpg,4.06,2000.0,philip pullman,eng,192315
10176,Dress Your Family in Corduroy and Denim,Dress Your Family in Corduroy and Denim,https://images.gr-assets.com/books/1352983006m/10176.jpg,4.08,2004.0,david sedaris,eng,191923
8683812,The Paris Wife,The Paris Wife,https://images.gr-assets.com/books/1320545874m/8683812.jpg,3.79,2011.0,paula mclain,eng,191850
2866718,Untamed: A House of Night Novel,"Untamed (House of Night, #4)",https://images.gr-assets.com/books/1438037020m/2866718.jpg,3.95,2008.0,"p.c. cast, kristin cast",eng,191743
21,A Short History of Nearly Everything,A Short History of Nearly Everything,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.19,2003.0,bill bryson,eng,191535
10637766,Silence ,"Silence (Hush, Hush, #3)",https://images.gr-assets.com/books/1362408152m/10637766.jpg,4.16,2011.0,becca fitzpatrick,eng,190722
34497,The Colour of Magic,"The Color of Magic (Discworld, #1; Rincewind #1)",https://images.gr-assets.com/books/1407111017m/34497.jpg,3.97,1983.0,terry pratchett,eng,190590
110494,Living Dead in Dallas,"Living Dead in Dallas (Sookie Stackhouse, #2)",https://images.gr-assets.com/books/1329501808m/110494.jpg,3.97,2002.0,charlaine harris,eng,190565
10692,The Historian,The Historian,https://images.gr-assets.com/books/1338298031m/10692.jpg,3.77,2005.0,elizabeth kostova,eng,190473
862041,Complete Harry Potter Boxed Set,"Harry Potter Boxset (Harry Potter, #1-7)",https://images.gr-assets.com/books/1392579059m/862041.jpg,4.74,1998.0,j.k. rowling,eng,190050
15717943,Hopeless,"Hopeless (Hopeless, #1)",https://images.gr-assets.com/books/1353489892m/15717943.jpg,4.34,2012.0,colleen hoover,eng,189938
84119,The horse and his boy,"The Horse and His Boy (Chronicles of Narnia, #5)",https://images.gr-assets.com/books/1388210968m/84119.jpg,3.9,1954.0,c.s. lewis,eng,189671
11260526,,"The Twilight Saga Breaking Dawn Part 1: The Official Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, #4)",https://images.gr-assets.com/books/1327904795m/11260526.jpg,4.3,2011.0,mark cotta vaz,eng,188136
237209,In the Woods,"In the Woods (Dublin Murder Squad, #1)",https://images.gr-assets.com/books/1348442606m/237209.jpg,3.74,2007.0,tana french,eng,188024
10799,A Farewell to Arms,A Farewell to Arms,https://images.gr-assets.com/books/1313714836m/10799.jpg,3.79,1929.0,ernest hemingway,eng,186613
10920,Cold Mountain,Cold Mountain,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.83,1997.0,charles frazier,eng,185979
41899,Fantastic Beasts and Where to Find Them,Fantastic Beasts and Where to Find Them,https://images.gr-assets.com/books/1303738520m/41899.jpg,3.95,2001.0,"newt scamander, j.k. rowling, albus dumbledore",eng,185928
3478,Message in a Bottle,Message in a Bottle,https://images.gr-assets.com/books/1163789140m/3478.jpg,3.95,1998.0,nicholas sparks,eng,185116
11138,Mere Christianity,Mere Christianity,https://images.gr-assets.com/books/1468102872m/11138.jpg,4.31,1952.0,c.s. lewis,eng,184759
1241,A Million Little Pieces,A Million Little Pieces,https://images.gr-assets.com/books/1483206985m/1241.jpg,3.62,2003.0,james frey,eng,184241
33917,The Namesake,The Namesake,https://images.gr-assets.com/books/1480106986m/33917.jpg,3.96,2003.0,jhumpa lahiri,eng,184211
15196,Maus: A Survivor's Tale : My Father Bleeds History,"Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1)",https://images.gr-assets.com/books/1327884972m/15196.jpg,4.35,1985.0,art spiegelman,eng,184007
11297,ノルウェイの森 [Noruwei no Mori],Norwegian Wood,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.02,1987.0,"haruki murakami, jay rubin",eng,183988
22328,Neuromancer,Neuromancer,https://images.gr-assets.com/books/1167348726m/22328.jpg,3.88,1984.0,william gibson,eng,183878
18774964,En man som heter Ove,A Man Called Ove,https://images.gr-assets.com/books/1405259930m/18774964.jpg,4.35,2012.0,"fredrik backman, henning koch",eng,183777
6320534,Under the Dome,Under the Dome,https://images.gr-assets.com/books/1268982908m/6320534.jpg,3.89,2009.0,stephen king,eng,183292
3685,Black Beauty,Black Beauty,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.94,1877.0,anna sewell,eng,183255
1078,The Good Earth,"The Good Earth (House of Earth, #1)",https://images.gr-assets.com/books/1312497600m/1078.jpg,3.97,1931.0,pearl s. buck,eng,182220
11367726,Defending Jacob,Defending Jacob,https://images.gr-assets.com/books/1329612158m/11367726.jpg,3.97,2012.0,william landay,eng,182025
9593911,Pandemonium,"Pandemonium (Delirium, #2)",https://images.gr-assets.com/books/1310371414m/9593911.jpg,4.07,2012.0,lauren oliver,eng,181656
140082,Club Dead,"Club Dead (Sookie Stackhouse, #3)",https://images.gr-assets.com/books/1329501590m/140082.jpg,4.03,2003.0,charlaine harris,eng,181323
37415,Their Eyes Were Watching God,Their Eyes Were Watching God,https://images.gr-assets.com/books/1368072803m/37415.jpg,3.87,1937.0,zora neale hurston,eng,181106
1326258,Chosen: A House of Night Novel,"Chosen (House of Night, #3)",https://images.gr-assets.com/books/1393192825m/1326258.jpg,3.9,2008.0,"p.c. cast, kristin cast",eng,180961
9736930,Before I Go to Sleep,Before I Go to Sleep,https://images.gr-assets.com/books/1358353512m/9736930.jpg,3.87,2011.0,s.j. watson,eng,180896
7061,The No. 1 Ladies' Detective Agency ,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",https://images.gr-assets.com/books/1459953654m/7061.jpg,3.75,1998.0,alexander mccall smith,eng,180320
51737,The Truth About Forever,The Truth About Forever,https://images.gr-assets.com/books/1362767907m/51737.jpg,4.13,2004.0,sarah dessen,eng,179415
1097,Fast Food Nation : The Dark Side of the All-American Meal ,Fast Food Nation: The Dark Side of the All-American Meal,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.73,2001.0,eric schlosser,eng,179347
378,The Phantom Tollbooth,The Phantom Tollbooth,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.22,1961.0,"norton juster, jules feiffer",eng,178432
2932,"The Life and Strange Surprising Adventures of Robinson Crusoe of York, Mariner",Robinson Crusoe,https://images.gr-assets.com/books/1403180114m/2932.jpg,3.66,1719.0,"daniel defoe, gerald mccann, virginia woolf",eng,178188
4980,Breakfast of Champions,Breakfast of Champions,https://images.gr-assets.com/books/1327934446m/4980.jpg,4.08,1973.0,kurt vonnegut jr.,eng,178154
343,Das Parfum. Die Geschichte eines Mörders,Perfume: The Story of a Murderer,https://images.gr-assets.com/books/1409112276m/343.jpg,4.0,1985.0,"patrick süskind, john e. woods",eng,178135
5364,Dragonfly in Amber,"Dragonfly in Amber (Outlander, #2)",https://images.gr-assets.com/books/1456114344m/5364.jpg,4.31,1992.0,diana gabaldon,eng,178110
8755785,City of Heavenly Fire,"City of Heavenly Fire (The Mortal Instruments, #6)",https://images.gr-assets.com/books/1460477794m/8755785.jpg,4.48,2014.0,cassandra clare,eng,177796
12873,Rebecca,Rebecca,https://images.gr-assets.com/books/1327871977m/12873.jpg,4.2,1938.0,"daphne du maurier, sally beauman",eng,177384
10429045,"Shatter Me (Shatter Me, #1)","Shatter Me (Shatter Me, #1)",https://images.gr-assets.com/books/1310649047m/10429045.jpg,4.01,2011.0,tahereh mafi,eng,176433
1295,The Clan of the Cave Bear,"The Clan of the Cave Bear (Earth's Children, #1)",https://images.gr-assets.com/books/1385331302m/1295.jpg,4.02,1980.0,jean m. auel,eng,176062
830,Snow Crash,Snow Crash,https://images.gr-assets.com/books/1477624625m/830.jpg,4.02,1992.0,neal stephenson,eng,175883
43889,Wizard's First Rule,"Wizard's First Rule (Sword of Truth, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.13,1994.0,terry goodkind,eng,175771
12957,Much Ado About Nothing,Much Ado About Nothing,https://images.gr-assets.com/books/1327885569m/12957.jpg,4.06,1598.0,"william shakespeare, barbara a. mowat, paul werstine, gail kern paster, robert          jackson",eng,175616
7740152,Torment,"Torment (Fallen, #2)",https://images.gr-assets.com/books/1362339749m/7740152.jpg,3.89,2010.0,lauren kate,eng,174393
84981,Tuck Everlasting,Tuck Everlasting,https://images.gr-assets.com/books/1445184695m/84981.jpg,3.85,1975.0,natalie babbitt,eng,174280
197084,Are You My Mother?,Are You My Mother?,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.16,1960.0,p.d. eastman,eng,174204
11566,The Green Mile,The Green Mile,https://images.gr-assets.com/books/1373903563m/11566.jpg,4.42,1996.0,stephen king,eng,173950
3682,A Great and Terrible Beauty,"A Great and Terrible Beauty (Gemma Doyle, #1)",https://images.gr-assets.com/books/1284558475m/3682.jpg,3.79,2003.0,libba bray,eng,173613
144974,The Velveteen Rabbit,The Velveteen Rabbit,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.29,1922.0,"margery williams bianco, william   nicholson",eng,173469
7670,The Andromeda Strain,The Andromeda Strain,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.87,1969.0,michael crichton,,173186
42155,Something Blue,"Something Blue (Darcy & Rachel, #2)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.92,2005.0,emily giffin,eng,172417
13152,The Angel Experiment,"The Angel Experiment (Maximum Ride, #1)",https://images.gr-assets.com/books/1339277875m/13152.jpg,4.08,2005.0,james patterson,eng,172302
32261,Tess of the d'Urbervilles: A Pure Woman Faithfully Presented,Tess of the D'Urbervilles,https://images.gr-assets.com/books/1497218117m/32261.jpg,3.77,1891.0,"thomas hardy, tim dolin, margaret r. higonnet",eng,171599
1842,"Guns, Germs, and Steel: The Fates of Human Societies","Guns, Germs, and Steel: The Fates of Human Societies",https://images.gr-assets.com/books/1453215833m/1842.jpg,4.0,1997.0,jared diamond,eng,171558
561909,The Hiding Place,The Hiding Place: The Triumphant True Story of Corrie Ten Boom,https://images.gr-assets.com/books/1320418824m/561909.jpg,4.42,1971.0,"corrie ten boom, john sherrill, elizabeth sherrill",eng,171384
4069,…trotzdem Ja zum Leben sagen: Ein Psychologe erlebt das Konzentrationslager,Man's Search for Meaning,https://images.gr-assets.com/books/1467136625m/4069.jpg,4.33,1946.0,viktor e. frankl,eng,171281
70535,2001: A Space Odyssey,"2001: A Space Odyssey (Space Odyssey, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.12,1968.0,arthur c. clarke,eng,170841
310612,A Confederacy of Dunces,A Confederacy of Dunces,https://images.gr-assets.com/books/1436747103m/310612.jpg,3.89,1980.0,"john kennedy toole, walker percy",eng,170776
56495,The Purpose Driven Life: What on Earth am I Here For?,The Purpose Driven Life: What on Earth Am I Here for?,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.9,2002.0,rick warren,eng,170491
65641,The Silver Chair,"The Silver Chair (Chronicles of Narnia, #4)",https://images.gr-assets.com/books/1336139237m/65641.jpg,3.95,1953.0,"c.s. lewis, pauline baynes",eng,170453
1358844,Remember Me?,Remember Me?,https://images.gr-assets.com/books/1276963901m/1358844.jpg,3.76,2008.0,sophie kinsella,eng,170096
170210,Dead as a Doornail ,"Dead as a Doornail (Sookie Stackhouse, #5)",https://images.gr-assets.com/books/1468562419m/170210.jpg,4.01,2005.0,charlaine harris,eng,169560
34268,Peter Pan,Peter Pan,https://images.gr-assets.com/books/1337714526m/34268.jpg,4.1,1904.0,"j.m. barrie, michael hague",eng,169306
7315573,Fall of Giants,"Fall of Giants (The Century Trilogy, #1)",https://images.gr-assets.com/books/1470384630m/7315573.jpg,4.26,2010.0,ken follett,eng,168911
7733,Gulliver’s Travels,Gulliver's Travels,https://images.gr-assets.com/books/1427829692m/7733.jpg,3.55,1726.0,"jonathan swift, robert demaria jr.",eng,168727
133518,The Things They Carried,The Things They Carried,https://images.gr-assets.com/books/1424663847m/133518.jpg,4.12,1990.0,tim o'brien,eng,168678
29044,The Secret History,The Secret History,https://images.gr-assets.com/books/1451554846m/29044.jpg,4.07,1992.0,donna tartt,eng,168405
6837103,The Kitchen House,The Kitchen House,https://images.gr-assets.com/books/1463229128m/6837103.jpg,4.18,2010.0,kathleen grissom,eng,168082
656,Война и миръ,War and Peace,https://images.gr-assets.com/books/1413215930m/656.jpg,4.11,1869.0,"leo tolstoy, henry gifford, aylmer maude, louise maude",eng,168037
18079776,The Invention of Wings,The Invention of Wings,https://images.gr-assets.com/books/1386699861m/18079776.jpg,4.23,2014.0,sue monk kidd,eng,168006
420282,The Polar Express,The Polar Express,https://images.gr-assets.com/books/1356707942m/420282.jpg,4.29,1985.0,chris van allsburg,eng,168001
386187,Midnight in the Garden of Good and Evil,Midnight in the Garden of Good and Evil,https://images.gr-assets.com/books/1427166915m/386187.jpg,3.9,1994.0,john berendt,eng,167997
16096824,A Court of Thorns and Roses,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",https://images.gr-assets.com/books/1491595796m/16096824.jpg,4.29,2015.0,sarah j. maas,eng,167848
4929,海辺のカフカ [Umibe no Kafuka],Kafka on the Shore,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.13,2002.0,"haruki murakami, philip gabriel",eng,167593
14758,In Her Shoes,In Her Shoes,https://images.gr-assets.com/books/1435252471m/14758.jpg,3.78,2002.0,jennifer weiner,,167400
6534,Post-Mortem:  A Mystery Introducing Dr. Kay Scarpetta,"Postmortem (Kay Scarpetta, #1)",https://images.gr-assets.com/books/1341835831m/6534.jpg,4.01,1990.0,patricia cornwell,eng,167379
10534,孫子兵法 [Sūnzi bīngfǎ],The Art of War,https://images.gr-assets.com/books/1453417993m/10534.jpg,3.95,-500.0,"sun tzu, thomas cleary",eng,167332
7069,The World According to Garp,The World According to Garp,https://images.gr-assets.com/books/1447234581m/7069.jpg,4.07,1978.0,john irving,eng,167106
28676,American Psycho,American Psycho,https://images.gr-assets.com/books/1436934349m/28676.jpg,3.81,1991.0,bret easton ellis,eng,166083
6469165,What Alice Forgot,What Alice Forgot,https://images.gr-assets.com/books/1377159022m/6469165.jpg,4.05,2009.0,liane moriarty,eng,165704
567795,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,https://images.gr-assets.com/books/1369401342m/567795.jpg,4.23,1990.0,gary chapman,eng,165675
3869,A Brief History of Time: From the Big Bang to Black Holes,A Brief History of Time,https://images.gr-assets.com/books/1333578746m/3869.jpg,4.12,1987.0,"stephen hawking, cao chi, phạm văn thiều",eng,165628
9777,The God of Small Things,The God of Small Things,https://images.gr-assets.com/books/1436217001m/9777.jpg,3.91,1997.0,arundhati roy,eng,165378
8337,Little House In The Big Woods,"Little House in the Big Woods (Little House, #1)",https://images.gr-assets.com/books/1475195170m/8337.jpg,4.16,1932.0,"laura ingalls wilder, garth williams",eng,165127
12578077,Obsidian,"Obsidian (Lux, #1)",https://images.gr-assets.com/books/1328275091m/12578077.jpg,4.23,2011.0,jennifer l. armentrout,eng,164832
222078,The Story of Art,The Story of Art,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.83,1950.0,e.h. gombrich,eng,164708
138398,"The Walking Dead, Vol. 1: Days Gone Bye","The Walking Dead, Vol. 01: Days Gone Bye",https://images.gr-assets.com/books/1389233242m/138398.jpg,4.3,2004.0,"robert kirkman, tony moore",eng,164530
7967,Speaker for the Dead,"Speaker for the Dead (Ender's Saga, #2)",https://images.gr-assets.com/books/1295660894m/7967.jpg,4.04,1986.0,orson scott card,eng,164287
140079,"Definitely Dead (Sookie Stackhouse, #6)","Definitely Dead (Sookie Stackhouse, #6)",https://images.gr-assets.com/books/1468562748m/140079.jpg,4.02,2006.0,charlaine harris,eng,163054
78129,Killing Floor,"Killing Floor (Jack Reacher, #1)",https://images.gr-assets.com/books/1399313258m/78129.jpg,4.04,1997.0,lee child,eng,162972
14743,The God Delusion,The God Delusion,https://images.gr-assets.com/books/1347220693m/14743.jpg,3.89,2006.0,richard dawkins,eng,162740
140075,All Together Dead,"All Together Dead (Sookie Stackhouse, #7)",https://images.gr-assets.com/books/1417964062m/140075.jpg,4.05,2007.0,charlaine harris,eng,162689
233649,The Great Hunt,"The Great Hunt (Wheel of Time, #2)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.2,1990.0,robert jordan,eng,162595
19321,The Tale of Peter Rabbit,The Tale of Peter Rabbit,https://images.gr-assets.com/books/1485118382m/19321.jpg,4.17,1901.0,beatrix potter,eng,162373
18335634,Clockwork Princess,"Clockwork Princess (The Infernal Devices, #3)",https://images.gr-assets.com/books/1436788488m/18335634.jpg,4.59,2013.0,cassandra clare,eng,162099
13206828,Cress,"Cress (The Lunar Chronicles, #3)",https://images.gr-assets.com/books/1470057005m/13206828.jpg,4.46,2014.0,marissa meyer,eng,162069
27523,Left Behind:  A Novel of the Earth's Last Days,"Left Behind (Left Behind, #1)",https://images.gr-assets.com/books/1406505054m/27523.jpg,3.81,1995.0,"tim lahaye, jerry b. jenkins",eng,161173
248704,It's Kind of a Funny Story,It's Kind of a Funny Story,https://images.gr-assets.com/books/1420629730m/248704.jpg,4.14,2006.0,ned vizzini,eng,161001
231850,Corduroy,Corduroy,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.28,1948.0,don freeman,eng,160860
693208,The Absolutely True Diary of a Part-Time Indian,The Absolutely True Diary of a Part-Time Indian,https://images.gr-assets.com/books/1327908992m/693208.jpg,4.11,2007.0,"sherman alexie, ellen forney",eng,160607
17167166,Crown of Midnight,"Crown of Midnight (Throne of Glass, #2)",https://images.gr-assets.com/books/1391580481m/17167166.jpg,4.49,2013.0,sarah j. maas,eng,160485
20170404,Station Eleven,Station Eleven,https://images.gr-assets.com/books/1451446835m/20170404.jpg,4.02,2014.0,emily st. john mandel,eng,160466
297673,The Brief Wondrous Life of Oscar Wao,The Brief Wondrous Life of Oscar Wao,https://images.gr-assets.com/books/1391409748m/297673.jpg,3.89,2007.0,junot díaz,eng,160330
23919,The Complete Tales of Edgar Allan Poe,The Complete Stories and Poems,https://images.gr-assets.com/books/1327942676m/23919.jpg,4.37,1849.0,edgar allan poe,eng,160063
12127810,The House of Hades,"The House of Hades (The Heroes of Olympus, #4)",https://images.gr-assets.com/books/1464201430m/12127810.jpg,4.54,2013.0,rick riordan,eng,159774
8909,The War of the Worlds,The War of the Worlds,https://images.gr-assets.com/books/1320391644m/8909.jpg,3.8,1897.0,"h.g. wells, arthur c. clarke",eng,159752
310259,Love You Forever,Love You Forever,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.34,1986.0,"robert munsch, sheila mcgraw",eng,159703
16735,The Prince of Tides,The Prince of Tides,https://images.gr-assets.com/books/1320541074m/16735.jpg,4.22,1986.0,pat conroy,eng,159596
1923820,,Holy Bible: King James Version,https://images.gr-assets.com/books/1313518530m/1923820.jpg,4.43,1611.0,anonymous,eng,159457
10956,The Virgin Suicides,The Virgin Suicides,https://images.gr-assets.com/books/1319032910m/10956.jpg,3.83,1993.0,jeffrey eugenides,eng,159249
2175,Madame Bovary,Madame Bovary,https://images.gr-assets.com/books/1335676143m/2175.jpg,3.64,1856.0,"gustave flaubert, margaret mauldon, malcolm bowie, mark overstall",eng,158877
